= Logs of language model for Lithuanian (lt) =

- Generated by BuildLangModel.py
- Started: 2023-07-08 17:16:01.900858
- Maximum depth: 4
- Max number of characters: 4000000

== Parsed pages ==

Dacijonai (revision 6709137; CACHED)
[68] Character 'ũ' usage: 3 (0.000073508 %)
[69] Character 'ķ' usage: 2 (0.000049006 %)
[70] Character 'ģ' usage: 2 (0.000049006 %)
[71] Character 'î' usage: 1 (0.000024503 %)
[72] Character 'û' usage: 1 (0.000024503 %)

Most Frequent characters:
[ 0] Char i: 12.831045261 %
[ 1] Char a: 11.124644832 %
[ 2] Char s: 7.911223367 %
[ 3] Char o: 6.786691248 %
[ 4] Char e: 5.649442169 %
[ 5] Char r: 5.642164833 %
[ 6] Char t: 5.400910133 %
[ 7] Char n: 5.284350249 %
[ 8] Char u: 4.530594703 %
[ 9] Char k: 4.018216372 %
[10] Char l: 3.654864152 %
[11] Char m: 3.500055376 %
[12] Char p: 2.679627675 %
[13] Char v: 2.617194506 %
[14] Char d: 2.558877810 %
[15] Char j: 2.273493543 %
[16] Char g: 1.785863053 %
[17] Char ė: 1.611354016 %
[18] Char b: 1.511431543 %
[19] Char y: 1.443877286 %
[20] Char ų: 1.222371853 %
[21] Char š: 1.098387617 %
[22] Char ž: 0.797419560 %
[23] Char c: 0.714747067 %
[24] Char ą: 0.492408538 %
[25] Char f: 0.466754093 %
[26] Char č: 0.455703324 %
[27] Char į: 0.423923175 %
[28] Char z: 0.401552106 %
[29] Char ū: 0.373006329 %
[30] Char h: 0.356246404 %
[31] Char ę: 0.152922059 %
[32] Char w: 0.086960485 %
[33] Char x: 0.081545363 %
[34] Char q: 0.008526979 %

The first 35 characters have an accumulated ratio of 0.9994839707495214.
The first 5 characters have an accumulated ratio of 0.44303046875842284.
All characters whose order is over 23 have an accumulated ratio of 0.03299548854199439.

1639 sequences found.

First 585 (typical positive ratio): 0.995016774755209
Next 251 (836-585): 0.003983570232855338
Rest: 0.0009996550119356629

- Processing end: 2023-07-08 17:16:08.202768
